date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
2018-11-01,01X,"NHS ST HELENS",2802,5435.95,0,0
2018-11-01,06T,"NHS NORTH EAST ESSEX",2846,5942,0,0
2018-11-01,03L,"NHS ROTHERHAM",2930,5520.56,0,0
2018-11-01,01G,"NHS SALFORD",3075,3817.59,0,0
2018-11-01,07H,"NHS WEST ESSEX",3102,8382.66,0,0
2018-11-01,05W,"NHS STOKE ON TRENT",3326,5212.53,0,0
2018-11-01,02H,"NHS WIGAN BOROUGH",3353,4336.75,0,0
2018-11-01,02X,"NHS DONCASTER",3361,6702.75,0,0
2018-11-01,03Q,"NHS VALE OF YORK",3426,8813.61,0,0
2018-11-01,99C,"NHS NORTH TYNESIDE",3521,8300.25,0,0
2018-11-01,01K,"NHS MORECAMBE BAY",3585,9614.32,0,0
2018-11-01,02Y,"NHS EAST RIDING OF YORKSHIRE",3616,6278.7,0,0
2018-11-01,00P,"NHS SUNDERLAND",3717,5817.97,0,0
2018-11-01,06Q,"NHS MID ESSEX",3726,15919.55,0,0
2018-11-01,03R,"NHS WAKEFIELD",3732,10094.6,0,0
2018-11-01,01W,"NHS STOCKPORT",3743,8037.41,0,0
2018-11-01,07K,"NHS WEST SUFFOLK",3767,5318.66,0,0
2018-11-01,04C,"NHS LEICESTER CITY",3896,10745.49,0,0
2018-11-01,01A,"NHS EAST LANCASHIRE",4034,8062.23,0,0
2018-11-01,02P,"NHS BARNSLEY",4065,8271.93,0,0
2018-11-01,01H,"NHS NORTH CUMBRIA",4153,19388.74,0,0
2018-11-01,14L,"NHS MANCHESTER",4166,6569.95,0,0
2018-11-01,15A,"NHS BERKSHIRE WEST",4354,16095.14,0,0
2018-11-01,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND",4360,18106.91,0,0
2018-11-01,06L,"NHS IPSWICH AND EAST SUFFOLK",4486,7089.02,0,0
2018-11-01,99A,"NHS LIVERPOOL",4600,5466,0,0
2018-11-01,14Y,"NHS BUCKINGHAMSHIRE",4722,21872.96,0,0
2018-11-01,X2C4Y,"NHS KIRKLEES",4977,13468.67,0,0
2018-11-01,12F,"NHS WIRRAL",5231,11512.84,0,0
2018-11-01,00L,"NHS NORTHUMBERLAND",5429,12314.76,0,0
2018-11-01,13T,"NHS NEWCASTLE GATESHEAD",5444,31808.97,0,0
2018-11-01,04V,"NHS WEST LEICESTERSHIRE",5512,20388.99,0,0
2018-11-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",5610,15013.13,0,0
2018-11-01,42D,"NHS NORTH YORKSHIRE",5631,23113.82,0,0
2018-11-01,D4U1Y,"NHS FRIMLEY",5716,11642.92,0,0
2018-11-01,11N,"NHS KERNOW",5945,16376.71,0,0
2018-11-01,06N,"NHS HERTS VALLEYS",6025,16753.89,0,0
2018-11-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",6155,21234,0,0
2018-11-01,36J,"NHS BRADFORD DISTRICT AND CRAVEN",6350,32500.52,0,0
2018-11-01,15F,"NHS LEEDS",6511,27031.68,0,0
2018-11-01,03N,"NHS SHEFFIELD",6612,18127.87,0,0
2018-11-01,11X,"NHS SOMERSET",7177,57742.86,0,0
2018-11-01,97R,"NHS EAST SUSSEX",7324,42468.81,0,0
2018-11-01,11M,"NHS GLOUCESTERSHIRE",7369,68316.93,0,0
2018-11-01,06K,"NHS EAST AND NORTH HERTFORDSHIRE",7401,15197.79,0,0
2018-11-01,78H,"NHS NORTHAMPTONSHIRE",7769,15462.54,0,0
2018-11-01,16C,"NHS TEES VALLEY",8022,18499.73,0,0
2018-11-01,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE",8599,26131.84,0,0
2018-11-01,84H,"NHS COUNTY DURHAM",8908,17577.58,0,0
2018-11-01,11J,"NHS DORSET",8944,29595.47,0,0
2018-11-01,27D,"NHS CHESHIRE",9096,16597.13,0,0
2018-11-01,92A,"NHS SURREY HEARTLANDS",9116,51601.36,0,0
2018-11-01,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH",9158,23369.48,0,0
2018-11-01,15E,"NHS BIRMINGHAM AND SOLIHULL",9268,17628.97,0,0
2018-11-01,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE",9269,12413.82,0,0
2018-11-01,70F,"NHS WEST SUSSEX",9375,65752.97,0,0
2018-11-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",9498,38965.7,0,0
2018-11-01,10Q,"NHS OXFORDSHIRE",9570,85885.9,0,0
2018-11-01,B2M3M,"NHS COVENTRY AND WARWICKSHIRE",9994,17196.09,0,0
2018-11-01,93C,"NHS NORTH CENTRAL LONDON",11035,24618.44,0,0
2018-11-01,15M,"NHS DERBY AND DERBYSHIRE",11223,30218.75,0,0
2018-11-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",11225,29450.78,0,0
2018-11-01,D2P2L,"NHS BLACK COUNTRY AND WEST BIRMINGHAM",11422,27607.74,0,0
2018-11-01,72Q,"NHS SOUTH EAST LONDON",12234,20573.89,0,0
2018-11-01,71E,"NHS LINCOLNSHIRE",12824,19138.95,0,0
2018-11-01,26A,"NHS NORFOLK AND WAVENEY",13206,29340.39,0,0
2018-11-01,36L,"NHS SOUTH WEST LONDON",13972,22260.1,0,0
2018-11-01,A3A8R,"NHS NORTH EAST LONDON",14775,29996.71,0,0
2018-11-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",14898,141345.97,0,0
2018-11-01,15N,"NHS DEVON",15721,34532.92,0,0
2018-11-01,W2U3Z,"NHS NORTH WEST LONDON",17674,39454.36,0,0
2018-11-01,91Q,"NHS KENT AND MEDWAY",18980,42068.72,0,0
2018-12-01,09W,"NHS MEDWAY",0,0,0,0
2018-12-01,02Q,"NHS BASSETLAW",1035,4560.04,0,0
2018-12-01,00Q,"NHS BLACKBURN WITH DARWEN",1254,2355.99,0,0
2018-12-01,02G,"NHS WEST LANCASHIRE",1302,1869.76,0,0
2018-12-01,01F,"NHS HALTON",1313,2187.55,0,0
2018-12-01,04Y,"NHS CANNOCK CHASE",1313,1995.95,0,0
2018-12-01,05D,"NHS EAST STAFFORDSHIRE",1341,3089.38,0,0
2018-12-01,05V,"NHS STAFFORD AND SURROUNDS",1495,2088.36,0,0
2018-12-01,00V,"NHS BURY",1650,2784.52,0,0
2018-12-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",1651,3686.65,0,0
2018-12-01,00X,"NHS CHORLEY AND SOUTH RIBBLE",1657,3121.83,0,0
2018-12-01,07G,"NHS THURROCK",1672,2828.14,0,0
2018-12-01,99G,"NHS SOUTHEND",1690,8091.54,0,0
2018-12-01,01T,"NHS SOUTH SEFTON",1749,2277.42,0,0
2018-12-01,10R,"NHS PORTSMOUTH",1765,21364.66,0,0
2018-12-01,01V,"NHS SOUTHPORT AND FORMBY",1777,6457.77,0,0
2018-12-01,02E,"NHS WARRINGTON",1829,3535.47,0,0
2018-12-01,99F,"NHS CASTLE POINT AND ROCHFORD",1854,8521.23,0,0
2018-12-01,00N,"NHS SOUTH TYNESIDE",1867,7528.9,0,0
2018-12-01,01J,"NHS KNOWSLEY",1911,2798.08,0,0
2018-12-01,03H,"NHS NORTH EAST LINCOLNSHIRE",1950,2585.7,0,0
2018-12-01,03K,"NHS NORTH LINCOLNSHIRE",1983,2341.65,0,0
2018-12-01,01E,"NHS GREATER PRESTON",1985,3251.32,0,0
2018-12-01,00R,"NHS BLACKPOOL",2083,4281.98,0,0
2018-12-01,05Q,"NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA",2293,5362.15,0,0
2018-12-01,01Y,"NHS TAMESIDE AND GLOSSOP",2304,3520.72,0,0
2018-12-01,00Y,"NHS OLDHAM",2350,12572.42,0,0
2018-12-01,02T,"NHS CALDERDALE",2372,8972.95,0,0
2018-12-01,05G,"NHS NORTH STAFFORDSHIRE",2456,3058.76,0,0
2018-12-01,03F,"NHS HULL",2527,5347.29,0,0
2018-12-01,02A,"NHS TRAFFORD",2557,5284.57,0,0
2018-12-01,99E,"NHS BASILDON AND BRENTWOOD",2582,6925.33,0,0
2018-12-01,00T,"NHS BOLTON",2628,5755.75,0,0
2018-12-01,09D,"NHS BRIGHTON AND HOVE",2660,22837.82,0,0
2018-12-01,02M,"NHS FYLDE AND WYRE",2765,4568.89,0,0
2018-12-01,06T,"NHS NORTH EAST ESSEX",2769,5377.18,0,0
2018-12-01,01X,"NHS ST HELENS",2773,5006.69,0,0
2018-12-01,03L,"NHS ROTHERHAM",2894,8893.86,0,0
2018-12-01,01G,"NHS SALFORD",2940,3308.37,0,0
2018-12-01,02X,"NHS DONCASTER",3221,11020.89,0,0
2018-12-01,05W,"NHS STOKE ON TRENT",3236,4831.33,0,0
2018-12-01,07H,"NHS WEST ESSEX",3265,8181.8,0,0
2018-12-01,02H,"NHS WIGAN BOROUGH",3268,5112.95,0,0
2018-12-01,03Q,"NHS VALE OF YORK",3372,11097.75,0,0
2018-12-01,01K,"NHS MORECAMBE BAY",3490,11087.17,0,0
2018-12-01,02Y,"NHS EAST RIDING OF YORKSHIRE",3528,7534.41,0,0
2018-12-01,99C,"NHS NORTH TYNESIDE",3530,9519.59,0,0
2018-12-01,07K,"NHS WEST SUFFOLK",3642,5683.84,0,0
2018-12-01,00P,"NHS SUNDERLAND",3665,6207.92,0,0
2018-12-01,04C,"NHS LEICESTER CITY",3731,12748.01,0,0
2018-12-01,01W,"NHS STOCKPORT",3784,7986.68,0,0
2018-12-01,03R,"NHS WAKEFIELD",3791,10928.02,0,0
2018-12-01,06Q,"NHS MID ESSEX",3962,18167.13,0,0
2018-12-01,01A,"NHS EAST LANCASHIRE",3968,8074.95,0,0
2018-12-01,14L,"NHS MANCHESTER",4069,5615.73,0,0
2018-12-01,01H,"NHS NORTH CUMBRIA",4134,18001.89,0,0
2018-12-01,02P,"NHS BARNSLEY",4138,12094.29,0,0
2018-12-01,06L,"NHS IPSWICH AND EAST SUFFOLK",4233,7622.87,0,0
2018-12-01,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND",4451,17922.86,0,0
2018-12-01,99A,"NHS LIVERPOOL",4559,6350.73,0,0
2018-12-01,15A,"NHS BERKSHIRE WEST",4660,13729.81,0,0
2018-12-01,14Y,"NHS BUCKINGHAMSHIRE",4690,23327.38,0,0
2018-12-01,X2C4Y,"NHS KIRKLEES",4708,14235.71,0,0
2018-12-01,12F,"NHS WIRRAL",5055,11092.1,0,0
2018-12-01,04V,"NHS WEST LEICESTERSHIRE",5266,19813.18,0,0
2018-12-01,13T,"NHS NEWCASTLE GATESHEAD",5391,29439.28,0,0
2018-12-01,00L,"NHS NORTHUMBERLAND",5488,8470.49,0,0
2018-12-01,D4U1Y,"NHS FRIMLEY",5650,12480.26,0,0
2018-12-01,42D,"NHS NORTH YORKSHIRE",5663,25551.69,0,0
2018-12-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",5672,20497.23,0,0
2018-12-01,06N,"NHS HERTS VALLEYS",5894,16371.49,0,0
2018-12-01,11N,"NHS KERNOW",5994,19729.97,0,0
2018-12-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",6031,19535.6,0,0
2018-12-01,36J,"NHS BRADFORD DISTRICT AND CRAVEN",6371,37504.45,0,0
2018-12-01,03N,"NHS SHEFFIELD",6441,26351.2,0,0
2018-12-01,15F,"NHS LEEDS",6501,25246.72,0,0
2018-12-01,11X,"NHS SOMERSET",7211,48102.92,0,0
2018-12-01,11M,"NHS GLOUCESTERSHIRE",7239,62427.55,0,0
2018-12-01,97R,"NHS EAST SUSSEX",7301,39162.85,0,0
2018-12-01,06K,"NHS EAST AND NORTH HERTFORDSHIRE",7366,14543.61,0,0
2018-12-01,78H,"NHS NORTHAMPTONSHIRE",7609,14722.09,0,0
2018-12-01,16C,"NHS TEES VALLEY",8001,21259.84,0,0
2018-12-01,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE",8292,20878.38,0,0
2018-12-01,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH",8783,20814.69,0,0
2018-12-01,27D,"NHS CHESHIRE",8806,17326.25,0,0
2018-12-01,84H,"NHS COUNTY DURHAM",8848,17218.19,0,0
2018-12-01,11J,"NHS DORSET",9029,30590.36,0,0
2018-12-01,92A,"NHS SURREY HEARTLANDS",9161,43488.51,0,0
2018-12-01,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE",9186,13435.56,0,0
2018-12-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",9222,43212.14,0,0
2018-12-01,15E,"NHS BIRMINGHAM AND SOLIHULL",9246,16642.22,0,0
2018-12-01,70F,"NHS WEST SUSSEX",9303,61625.49,0,0
2018-12-01,10Q,"NHS OXFORDSHIRE",9318,82081.92,0,0
2018-12-01,B2M3M,"NHS COVENTRY AND WARWICKSHIRE",9681,14837.36,0,0
2018-12-01,93C,"NHS NORTH CENTRAL LONDON",10755,25967.5,0,0
2018-12-01,15M,"NHS DERBY AND DERBYSHIRE",10951,29206.95,0,0
2018-12-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",11110,27214.57,0,0
2018-12-01,D2P2L,"NHS BLACK COUNTRY AND WEST BIRMINGHAM",11237,29634.03,0,0
2018-12-01,72Q,"NHS SOUTH EAST LONDON",12177,20525.22,0,0
2018-12-01,71E,"NHS LINCOLNSHIRE",12444,19089.4,0,0
2018-12-01,26A,"NHS NORFOLK AND WAVENEY",13320,31470.88,0,0
2018-12-01,36L,"NHS SOUTH WEST LONDON",13453,22308.37,0,0
2018-12-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",14569,135140.74,0,0
2018-12-01,A3A8R,"NHS NORTH EAST LONDON",14661,28290.56,0,0
2018-12-01,15N,"NHS DEVON",15759,34000.16,0,0
2018-12-01,W2U3Z,"NHS NORTH WEST LONDON",16778,37335.79,0,0
2018-12-01,91Q,"NHS KENT AND MEDWAY",19086,41144.02,0,0
2019-01-01,09W,"NHS MEDWAY",0,0,0,0
2019-01-01,02Q,"NHS BASSETLAW",1069,4862.85,0,0
2019-01-01,02G,"NHS WEST LANCASHIRE",1268,1980,0,0
2019-01-01,01F,"NHS HALTON",1275,2707.37,0,0
2019-01-01,00Q,"NHS BLACKBURN WITH DARWEN",1290,1922.11,0,0
2019-01-01,04Y,"NHS CANNOCK CHASE",1331,2320.23,0,0
2019-01-01,05D,"NHS EAST STAFFORDSHIRE",1386,4469.46,0,0
2019-01-01,05V,"NHS STAFFORD AND SURROUNDS",1532,2884.45,0,0
2019-01-01,00V,"NHS BURY",1573,2439.57,0,0
2019-01-01,99G,"NHS SOUTHEND",1679,8316.2,0,0
2019-01-01,07G,"NHS THURROCK",1680,2870.22,0,0
2019-01-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",1705,5130.08,0,0
2019-01-01,99F,"NHS CASTLE POINT AND ROCHFORD",1752,8054.41,0,0
2019-01-01,00X,"NHS CHORLEY AND SOUTH RIBBLE",1755,3932.44,0,0
2019-01-01,01V,"NHS SOUTHPORT AND FORMBY",1763,4527.51,0,0
2019-01-01,01T,"NHS SOUTH SEFTON",1821,2997.06,0,0
2019-01-01,01J,"NHS KNOWSLEY",1849,2302.65,0,0
2019-01-01,02E,"NHS WARRINGTON",1864,4197.82,0,0
2019-01-01,10R,"NHS PORTSMOUTH",1897,23793.59,0,0
2019-01-01,03H,"NHS NORTH EAST LINCOLNSHIRE",1979,2427.39,0,0
2019-01-01,01E,"NHS GREATER PRESTON",2002,3966.04,0,0
2019-01-01,00N,"NHS SOUTH TYNESIDE",2018,7817.54,0,0
2019-01-01,03K,"NHS NORTH LINCOLNSHIRE",2095,2246.25,0,0
2019-01-01,00R,"NHS BLACKPOOL",2159,4222.96,0,0
2019-01-01,05Q,"NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA",2265,6709.52,0,0
2019-01-01,05G,"NHS NORTH STAFFORDSHIRE",2372,3476.67,0,0
2019-01-01,01Y,"NHS TAMESIDE AND GLOSSOP",2380,4235.54,0,0
2019-01-01,00Y,"NHS OLDHAM",2449,11842.57,0,0
2019-01-01,02M,"NHS FYLDE AND WYRE",2473,4928.2,0,0
2019-01-01,03F,"NHS HULL",2538,4953.59,0,0
2019-01-01,02T,"NHS CALDERDALE",2562,9387.7,0,0
2019-01-01,09D,"NHS BRIGHTON AND HOVE",2574,26922.78,0,0
2019-01-01,99E,"NHS BASILDON AND BRENTWOOD",2612,8128.74,0,0
2019-01-01,02A,"NHS TRAFFORD",2667,5681.9,0,0
2019-01-01,01X,"NHS ST HELENS",2747,4458.31,0,0
2019-01-01,06T,"NHS NORTH EAST ESSEX",2764,6283.13,0,0
2019-01-01,00T,"NHS BOLTON",2869,5840.45,0,0
2019-01-01,01G,"NHS SALFORD",2948,3722.18,0,0
2019-01-01,03L,"NHS ROTHERHAM",2994,10846.03,0,0
2019-01-01,07H,"NHS WEST ESSEX",3117,7268.5,0,0
2019-01-01,02H,"NHS WIGAN BOROUGH",3243,4406.11,0,0
2019-01-01,02X,"NHS DONCASTER",3311,11764.49,0,0
2019-01-01,03Q,"NHS VALE OF YORK",3328,10910.58,0,0
2019-01-01,05W,"NHS STOKE ON TRENT",3354,4681.73,0,0
2019-01-01,99C,"NHS NORTH TYNESIDE",3487,9521.25,0,0
2019-01-01,01K,"NHS MORECAMBE BAY",3500,13205.51,0,0
2019-01-01,02Y,"NHS EAST RIDING OF YORKSHIRE",3534,7851.08,0,0
2019-01-01,07K,"NHS WEST SUFFOLK",3677,5526.64,0,0
2019-01-01,01W,"NHS STOCKPORT",3710,8521.37,0,0
2019-01-01,06Q,"NHS MID ESSEX",3736,16708.88,0,0
2019-01-01,03R,"NHS WAKEFIELD",3809,13953.01,0,0
2019-01-01,01A,"NHS EAST LANCASHIRE",3909,7437.99,0,0
2019-01-01,00P,"NHS SUNDERLAND",3928,6976.33,0,0
2019-01-01,04C,"NHS LEICESTER CITY",3934,14186.72,0,0
2019-01-01,01H,"NHS NORTH CUMBRIA",4016,13721.47,0,0
2019-01-01,02P,"NHS BARNSLEY",4143,13615.26,0,0
2019-01-01,14L,"NHS MANCHESTER",4251,7068.96,0,0
2019-01-01,06L,"NHS IPSWICH AND EAST SUFFOLK",4267,8272.8,0,0
2019-01-01,15A,"NHS BERKSHIRE WEST",4499,17740.22,0,0
2019-01-01,99A,"NHS LIVERPOOL",4559,6299.98,0,0
2019-01-01,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND",4576,22436.23,0,0
2019-01-01,14Y,"NHS BUCKINGHAMSHIRE",4729,29745.01,0,0
2019-01-01,12F,"NHS WIRRAL",5035,10442.94,0,0
2019-01-01,X2C4Y,"NHS KIRKLEES",5059,18906.05,0,0
2019-01-01,00L,"NHS NORTHUMBERLAND",5326,10365.17,0,0
2019-01-01,04V,"NHS WEST LEICESTERSHIRE",5357,21528.62,0,0
2019-01-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",5526,19860.14,0,0
2019-01-01,13T,"NHS NEWCASTLE GATESHEAD",5597,35920.53,0,0
2019-01-01,42D,"NHS NORTH YORKSHIRE",5708,27796.89,0,0
2019-01-01,D4U1Y,"NHS FRIMLEY",5848,14436.95,0,0
2019-01-01,11N,"NHS KERNOW",6064,18630.91,0,0
2019-01-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",6244,22159.44,0,0
2019-01-01,06N,"NHS HERTS VALLEYS",6283,20837.93,0,0
2019-01-01,36J,"NHS BRADFORD DISTRICT AND CRAVEN",6354,38547.3,0,0
2019-01-01,15F,"NHS LEEDS",6444,33923.86,0,0
2019-01-01,03N,"NHS SHEFFIELD",6533,29565.85,0,0
2019-01-01,97R,"NHS EAST SUSSEX",7191,41078.5,0,0
2019-01-01,11X,"NHS SOMERSET",7201,57457.55,0,0
2019-01-01,06K,"NHS EAST AND NORTH HERTFORDSHIRE",7253,15667.56,0,0
2019-01-01,11M,"NHS GLOUCESTERSHIRE",7478,73021.48,0,0
2019-01-01,78H,"NHS NORTHAMPTONSHIRE",7639,16260.95,0,0
2019-01-01,16C,"NHS TEES VALLEY",8026,20696.9,0,0
2019-01-01,84H,"NHS COUNTY DURHAM",8637,14947.17,0,0
2019-01-01,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE",8654,24691.87,0,0
2019-01-01,27D,"NHS CHESHIRE",8846,17406.83,0,0
2019-01-01,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH",8979,21716,0,0
2019-01-01,11J,"NHS DORSET",9016,33098.79,0,0
2019-01-01,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE",9299,13513.48,0,0
2019-01-01,15E,"NHS BIRMINGHAM AND SOLIHULL",9359,17832.58,0,0
2019-01-01,92A,"NHS SURREY HEARTLANDS",9406,57648.78,0,0
2019-01-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",9426,51938.05,0,0
2019-01-01,70F,"NHS WEST SUSSEX",9492,65112.01,0,0
2019-01-01,10Q,"NHS OXFORDSHIRE",9586,85748.76,0,0
2019-01-01,B2M3M,"NHS COVENTRY AND WARWICKSHIRE",9965,17142.51,0,0
2019-01-01,15M,"NHS DERBY AND DERBYSHIRE",11052,32193.12,0,0
2019-01-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",11098,31747.41,0,0
2019-01-01,D2P2L,"NHS BLACK COUNTRY AND WEST BIRMINGHAM",11493,31094.66,0,0
2019-01-01,93C,"NHS NORTH CENTRAL LONDON",11495,25943.65,0,0
2019-01-01,72Q,"NHS SOUTH EAST LONDON",12778,22938.81,0,0
2019-01-01,71E,"NHS LINCOLNSHIRE",12893,22425.61,0,0
2019-01-01,26A,"NHS NORFOLK AND WAVENEY",13151,33648.79,0,0
2019-01-01,36L,"NHS SOUTH WEST LONDON",14212,24481.75,0,0
2019-01-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",14837,155897.12,0,0
2019-01-01,A3A8R,"NHS NORTH EAST LONDON",14955,32417.64,0,0
2019-01-01,15N,"NHS DEVON",15682,36754.82,0,0
2019-01-01,W2U3Z,"NHS NORTH WEST LONDON",17491,39885.19,0,0
2019-01-01,91Q,"NHS KENT AND MEDWAY",19258,42135.91,0,0
2019-02-01,09W,"NHS MEDWAY",0,0,0,0
2019-02-01,02Q,"NHS BASSETLAW",971,4452.45,0,0
2019-02-01,00Q,"NHS BLACKBURN WITH DARWEN",1142,2226.96,0,0
2019-02-01,04Y,"NHS CANNOCK CHASE",1170,2168.48,0,0
2019-02-01,02G,"NHS WEST LANCASHIRE",1188,2528.77,0,0
2019-02-01,05D,"NHS EAST STAFFORDSHIRE",1230,3926.88,0,0
2019-02-01,01F,"NHS HALTON",1242,2455.2,0,0
2019-02-01,05V,"NHS STAFFORD AND SURROUNDS",1417,2019.02,0,0
2019-02-01,00V,"NHS BURY",1452,3280.95,0,0
2019-02-01,99G,"NHS SOUTHEND",1466,7512.51,0,0
2019-02-01,07G,"NHS THURROCK",1484,2762.03,0,0
2019-02-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",1515,4201.49,0,0
2019-02-01,99F,"NHS CASTLE POINT AND ROCHFORD",1548,5435.59,0,0
2019-02-01,01T,"NHS SOUTH SEFTON",1585,1792.67,0,0
2019-02-01,01V,"NHS SOUTHPORT AND FORMBY",1588,7423.57,0,0
2019-02-01,00X,"NHS CHORLEY AND SOUTH RIBBLE",1598,3603,0,0
2019-02-01,10R,"NHS PORTSMOUTH",1634,19713.36,0,0
2019-02-01,02E,"NHS WARRINGTON",1690,3261.72,0,0
2019-02-01,01J,"NHS KNOWSLEY",1735,2184.01,0,0
2019-02-01,01E,"NHS GREATER PRESTON",1761,3090.16,0,0
2019-02-01,00N,"NHS SOUTH TYNESIDE",1768,8215.58,0,0
2019-02-01,03H,"NHS NORTH EAST LINCOLNSHIRE",1814,2171.69,0,0
2019-02-01,03K,"NHS NORTH LINCOLNSHIRE",1895,2285.01,0,0
2019-02-01,00R,"NHS BLACKPOOL",1938,3181.26,0,0
2019-02-01,05Q,"NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA",2096,5366.6,0,0
2019-02-01,01Y,"NHS TAMESIDE AND GLOSSOP",2102,3793.4,0,0
2019-02-01,03F,"NHS HULL",2239,4100.26,0,0
2019-02-01,00Y,"NHS OLDHAM",2245,10709.91,0,0
2019-02-01,05G,"NHS NORTH STAFFORDSHIRE",2246,2771.96,0,0
2019-02-01,02T,"NHS CALDERDALE",2263,9302.05,0,0
2019-02-01,99E,"NHS BASILDON AND BRENTWOOD",2323,6853.78,0,0
